Product Name,Product Brand,Product SpecValue,Product SpecMultiplier,Product SpecUnit,Product NameCleaned,Product NameComprehensive
San Pellegrino - (Glass Bottle) Mineral Sparkling Water Italy -Full Case 【505ml】x 24 (Random Packing),SAN PELLEGRINO,505,24,ml,glass  mineral sparkling water italy   mlx,SAN PELLEGRINO San Pellegrino - (Glass Bottle) Mineral Sparkling Water Italy -Full Case 【505ml】x 24 (Random Packing) 505mlx24
You C1000 - You C1000 Vitamin Health Drink Orange 6x140ml (Parallel Imported)Random Packing,YOU C1000,140,6,ml,vitamin health drink orange   ed,YOU C1000 You C1000 - You C1000 Vitamin Health Drink Orange 6x140ml (Parallel Imported)Random Packing 140mlx6
Fontana - [Full Case] Guava Juice - 1L x 12  Best Before: 08/10/2026,FONTANA,1,12,l,guava juice    best before,FONTANA Fontana - [Full Case] Guava Juice - 1L x 12  Best Before: 08/10/2026 1lx12
Volvic - Volvic Natural Mineral Water France - Full Case 12x1.5L (Random Packing),VOLVIC,5,12,l,natural mineral water france    xl,VOLVIC Volvic - Volvic Natural Mineral Water France - Full Case 12x1.5L (Random Packing) 5lx12
Pepsi - 百事 [日本直送] 超爽百事 [生] 檸檬可樂(樽裝)  Suntory 三得利 [平行進口] 6x600毫升,PEPSI,600,6,ml,suntory   x,PEPSI Pepsi - 百事 [日本直送] 超爽百事 [生] 檸檬可樂(樽裝)  Suntory 三得利 [平行進口] 6x600毫升 600mlx6
CHI FOREST - Chi Forest Vitamin C Lemon Sparkling Water 480ml×6 Bottles | 0 Sugar 0 Fat 0 Calorie,CHI FOREST,480,6,ml,vitamin c lemon sparkling water  s   sugar  fat  calorie,CHI FOREST CHI FOREST - Chi Forest Vitamin C Lemon Sparkling Water 480ml×6 Bottles | 0 Sugar 0 Fat 0 Calorie 480mlx6
Pepsi - Japan Pepsi Nama [生] Cola – 6 Cans x 340ml / Suntoryペプシ 生 Parallel Import,PEPSI,340,6,ml,japan  nama  cola   cans x   suntory,PEPSI Pepsi - Japan Pepsi Nama [生] Cola – 6 Cans x 340ml / Suntoryペプシ 生 Parallel Import 340mlx6
Asahi - Asahi [Japan Tea] - Lipolysis Puerh Tea & Oolong Tea Pet Bottle -6 Bottles x 600ml,ASAHI,600,6,ml,japan tea  lipolysis puerh tea  oolong tea pet   s x,ASAHI Asahi - Asahi [Japan Tea] - Lipolysis Puerh Tea & Oolong Tea Pet Bottle -6 Bottles x 600ml 600mlx6
Suntory - 三得利 Tokucha iemon Premium Green Tea 1000ml x 12 (Full Case)  賞味期限：2026年11月30日,SUNTORY,1000,12,ml,tokucha iemon premium green tea,SUNTORY Suntory - 三得利 Tokucha iemon Premium Green Tea 1000ml x 12 (Full Case)  賞味期限：2026年11月30日 1000mlx12
Suntory - Suntory Jasmine Oolong Tea (Sugar Free) 15x500ml Random Packaging,SUNTORY,500,15,ml,jasmine oolong tea sugar free,SUNTORY Suntory - Suntory Jasmine Oolong Tea (Sugar Free) 15x500ml Random Packaging 500mlx15
Nongfu Spring - Oriental Leaf - Unsweetened Jasmine Tea (Bottled) 6x335ml - Unsweetened Tea - (Parallel Import),NONGFU SPRING,335,6,ml,oriental leaf  unsweetened jasmine tea d   unsweetened tea,NONGFU SPRING Nongfu Spring - Oriental Leaf - Unsweetened Jasmine Tea (Bottled) 6x335ml - Unsweetened Tea - (Parallel Import) 335mlx6
Vita - Vita - Full Case Mango Juice (250ml x 6 ) x 4,VITA,250,6,ml,mango juice   x,VITA Vita - Vita - Full Case Mango Juice (250ml x 6 ) x 4 250mlx6
POCARI SWEAT - Baokuangli Water Special [8 Bottles] Electrolyte Supplement Drink -8x 500 ml Parallel Import,POCARI SWEAT,500,8,ml,baokuangli water special  s electrolyte supplement drink x,POCARI SWEAT POCARI SWEAT - Baokuangli Water Special [8 Bottles] Electrolyte Supplement Drink -8x 500 ml Parallel Import 500mlx8
可口可樂 - Japan Georgia Low Sugar Coffee – 6 Bottles x 370ml/ Coca Cola / Parallel Import,COCA COLA,370,6,ml,japan georgia low sugar coffee   s x,COCA COLA 可口可樂 - Japan Georgia Low Sugar Coffee – 6 Bottles x 370ml/ Coca Cola / Parallel Import 370mlx6
Wakasho - Jelly Peach flavor Chia seed Konjac  (10 packs) parallel import,WAKASHO,175,1,g,jelly peach flavor chia seed konjac   packs,WAKASHO Wakasho - Jelly Peach flavor Chia seed Konjac  (10 packs) parallel import 175gx1
NESTEA - 原箱 Lemon Tea 雀巢茶品檸檬茶 原箱  (紙包裝 -24 X 250ml) #08511990  Nestea Lemon Tea,NESTEA,250,24,ml,lemon tea         lemon tea,NESTEA NESTEA - 原箱 Lemon Tea 雀巢茶品檸檬茶 原箱  (紙包裝 -24 X 250ml) #08511990  Nestea Lemon Tea 250mlx24
"OATLY! - 原箱 行貨OATLY!細支裝咖啡師燕麥奶 原箱(18x250ml) #136328 Oat Drink Barista Edition#新舊包裝隨機發貨#BEST BEFORE 16,NOV,2026",OATLY!,250,18,ml,oat drink barista edition before nov,"OATLY! OATLY! - 原箱 行貨OATLY!細支裝咖啡師燕麥奶 原箱(18x250ml) #136328 Oat Drink Barista Edition#新舊包裝隨機發貨#BEST BEFORE 16,NOV,2026 250mlx18"
Unleash'd ORGANIC - Organic Tomato Powder 1LB(453g) Green Superfood Support Nutrient-Dense Supplement,UNLEASH'D ORGANIC,1,1,lb,organic tomato powder lbg green superfood support nutrientdense supplement,UNLEASH'D ORGANIC Unleash'd ORGANIC - Organic Tomato Powder 1LB(453g) Green Superfood Support Nutrient-Dense Supplement 1lbx1
SANGARIA - SANGARIA [Japan Green Tea] Your Strong Green Tea Sugarless Bottle – 6 Bottles x 500ml,SANGARIA,500,6,ml,japan green tea your strong green tea sugarless    s x,SANGARIA SANGARIA - SANGARIA [Japan Green Tea] Your Strong Green Tea Sugarless Bottle – 6 Bottles x 500ml 500mlx6
Fontana - [Full Case] Red Guava Juice - 1L x 12,FONTANA,1,12,l,red guava juice   x,FONTANA Fontana - [Full Case] Red Guava Juice - 1L x 12 1lx12
Perrier - Perrier Paris Natural Mineral Water (Canned) -12x330 ml Gas Parallel Imported,PERRIER,330,12,ml,paris natural mineral water canned x  gas  ed,PERRIER Perrier - Perrier Paris Natural Mineral Water (Canned) -12x330 ml Gas Parallel Imported 330mlx12
"Fever Tree - Fever Tree Light Elderflower Tonic Water Mini Can - Full Case 150ml (Expiry Date: Oct,2026)",FEVER TREE,150,24,ml,light elderflower tonic water mini can      date oct,"FEVER TREE Fever Tree - Fever Tree Light Elderflower Tonic Water Mini Can - Full Case 150ml (Expiry Date: Oct,2026) 150mlx24"
"果子熟了 - Fruit Ripe -Osmanthus Oolong Tea (Bottled) 15x500ml [Original Box] - 0 Sugar, 0 Fat, 0 Carb",FRUIT RIPE,500,15,ml,osmanthus oolong tea d  original box   sugar  fat  carb,"FRUIT RIPE 果子熟了 - Fruit Ripe -Osmanthus Oolong Tea (Bottled) 15x500ml [Original Box] - 0 Sugar, 0 Fat, 0 Carb 500mlx15"
KIRIN - Kirin [Japan Green Tea]-Zero Caffeine Nama-Cha Green Tea Bottled - Full Case 430ml / Parallel Import,KIRIN,430,24,ml,japan green teazero caffeine namacha green tea d,KIRIN KIRIN - Kirin [Japan Green Tea]-Zero Caffeine Nama-Cha Green Tea Bottled - Full Case 430ml / Parallel Import 430mlx24
KIRIN - Fire Coffee Black coffee x 30,KIRIN,185,30,g,fire coffee black coffee x,KIRIN KIRIN - Fire Coffee Black coffee x 30 185gx30
Suntory - 三得利 Tokucha iemon Premium Green Tea 1000ml x 2 賞味期限：2026年11月30日,SUNTORY,1000,2,ml,tokucha iemon premium green tea,SUNTORY Suntory - 三得利 Tokucha iemon Premium Green Tea 1000ml x 2 賞味期限：2026年11月30日 1000mlx2
vida - Vitamin C Kiwi Flavor Low Sugar Sparkling Water 325MLX4  #Soda #No Sugar #Tonic Water #Fitness,VIDA,325,4,ml,vitamin c kiwi flavor low sugar sparkling water     sugar  water,VIDA vida - Vitamin C Kiwi Flavor Low Sugar Sparkling Water 325MLX4  #Soda #No Sugar #Tonic Water #Fitness 325mlx4
TAYLOR - 原箱 TAYLOR泰勒 Deep Water Prune 西梅 原箱  (24x180ml) #0543602 딥워터 - 푸룬,TAYLOR,180,24,ml,deep water prune,TAYLOR TAYLOR - 原箱 TAYLOR泰勒 Deep Water Prune 西梅 原箱  (24x180ml) #0543602 딥워터 - 푸룬 180mlx24
Teisseire - Hazelnut Syrup｜No.1 in France｜Made in France,TEISSEIRE,700,1,ml,hazelnut syrupno in francemade in france,TEISSEIRE Teisseire - Hazelnut Syrup｜No.1 in France｜Made in France 700mlx1
可口可樂 - Coca-Cola No Sugar - Full case (2L) x 8,COCA COLA,2,8,l,cocacola no sugar     x,COCA COLA 可口可樂 - Coca-Cola No Sugar - Full case (2L) x 8 2lx8
"Nongfu Spring - Nongfu Spring Natural Water (Hong Kong version, official import) (Original case) 24 x 380ml",NONGFU SPRING,380,24,ml,natural water hong kong version official  original   x,"NONGFU SPRING Nongfu Spring - Nongfu Spring Natural Water (Hong Kong version, official import) (Original case) 24 x 380ml 380mlx24"
奈雪的茶 - Nayuki Lemon Tea Drink Low Sugar 250ml x 12 - Parallel Import,NAIXUE'S TEA,250,12,ml,nayuki lemon tea drink low sugar  x,NAIXUE'S TEA 奈雪的茶 - Nayuki Lemon Tea Drink Low Sugar 250ml x 12 - Parallel Import 250mlx12
Vita - Vita - Full Case Lemon Tea (330ml) x 24,VITA,330,24,ml,lemon tea  x,VITA Vita - Vita - Full Case Lemon Tea (330ml) x 24 330mlx24
Sanitarium - 原箱 澳洲Sanitarium So Good Soy Milk 荳奶(原味) 原箱 12x1L #52510223 SO GOOD Soy Milk (Regular),SANITARIUM,1,12,l,so good soy milk     so good soy milk regular,SANITARIUM Sanitarium - 原箱 澳洲Sanitarium So Good Soy Milk 荳奶(原味) 原箱 12x1L #52510223 SO GOOD Soy Milk (Regular) 1lx12
Schweppes - 原箱 Schweppes Lemonade Soda玉泉有氣檸檬水(藍黃色罐) 原箱(迷你罐-24x200ml)#08893867Old/New packing random distribution,SCHWEPPES,200,24,ml,lemonade soda    distribution,SCHWEPPES Schweppes - 原箱 Schweppes Lemonade Soda玉泉有氣檸檬水(藍黃色罐) 原箱(迷你罐-24x200ml)#08893867Old/New packing random distribution 200mlx24
cocoxim - Organic Pure Coconut Water (330ml) x12,COCOXIM,330,12,ml,organic pure coconut water  x,COCOXIM cocoxim - Organic Pure Coconut Water (330ml) x12 330mlx12
SANLIN - SANLIN 100% Thai Coconut Water 1L #NoAdd#NotFromConcentrate ReadyToDrink ParallelImport,SANLIN,1,1,l,thai coconut water   readytodrink,SANLIN SANLIN - SANLIN 100% Thai Coconut Water 1L #NoAdd#NotFromConcentrate ReadyToDrink ParallelImport 1lx1
watsons - Watsons soda water - full case (330ml x 4s) x 6p,WATSONS,330,4,ml,soda water     x p,WATSONS watsons - Watsons soda water - full case (330ml x 4s) x 6p 330mlx4
Black & White - [Full Case] Full Cream Milk 1L (Expiry Date: 16/11/2026),BLACK & WHITE,1,12,l,cream milk   date,BLACK & WHITE Black & White - [Full Case] Full Cream Milk 1L (Expiry Date: 16/11/2026) 1lx12
San Pellegrino - 行貨 意大利San Pellegrino有汽天然礦泉水(膠樽) 原箱 12x1000ml Mineral Sparkling Water新舊包裝隨機發貨,SAN PELLEGRINO,1000,12,ml,mineral sparkling water,SAN PELLEGRINO San Pellegrino - 行貨 意大利San Pellegrino有汽天然礦泉水(膠樽) 原箱 12x1000ml Mineral Sparkling Water新舊包裝隨機發貨 1000mlx12
Quest - QUEST Coffee Flavor High Protein Milkshake 325ML*4 | Low Sugar and Carb | | Non-GMO BBF:  15/12/2026,QUEST,325,4,ml,coffee flavor high protein milkshake   low sugar and carb   nongmo bbf,QUEST Quest - QUEST Coffee Flavor High Protein Milkshake 325ML*4 | Low Sugar and Carb | | Non-GMO BBF:  15/12/2026 325mlx4
Sarsae - [Full case] Soft Drink (330ml x 24),SARSAE,330,24,ml,soft drink,SARSAE Sarsae - [Full case] Soft Drink (330ml x 24) 330mlx24
SANGARIA - Japan Sangaria Original (Sugarless) Black Coffee Bottled - Full Case 260gm/ Parallel Import,SANGARIA,260,24,gm,japan  original sugarless black coffee d,SANGARIA SANGARIA - Japan Sangaria Original (Sugarless) Black Coffee Bottled - Full Case 260gm/ Parallel Import 260gmx24
D&J - Brown Sugar Ginger Tea x 6 (Bundle offer),D&J,250,1,g,brown sugar ginger tea x  bundle offer,D&J D&J - Brown Sugar Ginger Tea x 6 (Bundle offer) 250gx1
Suntory -  Japan Silky Boss Drip Low Sugar Coffee Bottled -6 Bottles x 360gm - Suntory / Parallel Import,SUNTORY,360,6,gm,japan silky boss drip low sugar coffee d  s x,SUNTORY Suntory -  Japan Silky Boss Drip Low Sugar Coffee Bottled -6 Bottles x 360gm - Suntory / Parallel Import 360gmx6
CR C'ESTBON - C'estbon Drinking Pure Water (Hong Kong version) (Original case) 24 x 555ml,CR C'ESTBON,555,24,ml,cestbon drinking pure water hong kong version original   x,CR C'ESTBON CR C'ESTBON - C'estbon Drinking Pure Water (Hong Kong version) (Original case) 24 x 555ml 555mlx24
La Manna - 《SET#3PCS》Organic Rice Milk(Original) 180ml x 3PCS,LA MANNA,180,3,ml,set rice milkoriginal  x pcs,LA MANNA La Manna - 《SET#3PCS》Organic Rice Milk(Original) 180ml x 3PCS 180mlx3
"LDC - [Japanese Tea] LDC Black Oolong Tea No Sugar (Bottle) – Full Case 500ml, Parallel Import",LDC,500,24,ml,japanese tea  black oolong tea no sugar,"LDC LDC - [Japanese Tea] LDC Black Oolong Tea No Sugar (Bottle) – Full Case 500ml, Parallel Import 500mlx24"
Asahi - Asahi [Japan Coffee]-Wonda Koku-No-Fukami Low Sugar Coffee Bottled - 6 Bottles x 370gm,ASAHI,370,6,gm,japan coffeewonda kokunofukami low sugar coffee d   s x,ASAHI Asahi - Asahi [Japan Coffee]-Wonda Koku-No-Fukami Low Sugar Coffee Bottled - 6 Bottles x 370gm 370gmx6
Lucozade - Lucozade - Full Case Energy Drink-Orange Flavour (325ml ) x 24,LUCOZADE,325,24,ml,energy drinkorange flavour   x,LUCOZADE Lucozade - Lucozade - Full Case Energy Drink-Orange Flavour (325ml ) x 24 325mlx24
ITO EN - Health Mineral Barley Tea 650ml x 24,ITO EN,650,24,ml,health mineral barley tea,ITO EN ITO EN - Health Mineral Barley Tea 650ml x 24 650mlx24
Sensa Cools - Herbal Lemon Tea_Full Case (350ml) x 24,SENSA COOLS,350,24,ml,herbal lemon tea_   x,SENSA COOLS Sensa Cools - Herbal Lemon Tea_Full Case (350ml) x 24 350mlx24
Remedy Drinks - SODALY Passionfruit flavor Prebiotic ACV Carbonated water drinks (250ml x 4),REMEDY DRINKS,250,4,ml,sodaly passionfruit flavor prebiotic acv carbonated water drinks  x,REMEDY DRINKS Remedy Drinks - SODALY Passionfruit flavor Prebiotic ACV Carbonated water drinks (250ml x 4) 250mlx4
Vitasoy - Vitasoy - Oat Chocolate Oat Milk (250ml x 6 ) x 4,VITASOY,250,6,ml,oat chocolate oat milk   x,VITASOY Vitasoy - Vitasoy - Oat Chocolate Oat Milk (250ml x 6 ) x 4 250mlx6
marusan - Organic Pure Soy Milk Paper Pack 2x1L- Marusan 丸山 Japan Made Soy Milk,MARUSAN,1,2,l,organic pure soy milk paper pack xl   japan made soy milk,MARUSAN marusan - Organic Pure Soy Milk Paper Pack 2x1L- Marusan 丸山 Japan Made Soy Milk 1lx2
Vitasoy - Vitasoy - Full Case Soya Bean Milk 250ml (250ml x 6 ) x 4,VITASOY,250,6,ml,soya bean milk    x,VITASOY Vitasoy - Vitasoy - Full Case Soya Bean Milk 250ml (250ml x 6 ) x 4 250mlx6
SINGHA - [Full Case] Singha - UME Lemon Soda Water - Zero Sugar / 0 Cal. - 330ml x 24 (綠色),SINGHA,330,24,ml,ume lemon soda water  zero sugar   cal,SINGHA SINGHA - [Full Case] Singha - UME Lemon Soda Water - Zero Sugar / 0 Cal. - 330ml x 24 (綠色) 330mlx24
Vita - Vita - Full Case Cold Brew No Sugar Tea - Jasmine Tea (250ml x6) x 4 (Random Packing),VITA,250,6,ml,cold brew no sugar tea  jasmine tea  x x,VITA Vita - Vita - Full Case Cold Brew No Sugar Tea - Jasmine Tea (250ml x6) x 4 (Random Packing) 250mlx6
Asahi - Asahi [Full Case] Lipolysis Olong Tea 2L x 6 4514603307818 expiry 2026/10,ASAHI,2,6,l,lipolysis olong tea,ASAHI Asahi - Asahi [Full Case] Lipolysis Olong Tea 2L x 6 4514603307818 expiry 2026/10 2lx6
"Kirkland - 原箱 6盒裝美國Kirkland有機無糖杏仁奶(雲呢拿味) 原箱 6x946ml#3008 Organic UNSWEETENED Almond Drink #EXP: 2,FEB,2027",KIRKLAND,946,6,ml,organic unsweetened almond drink  feb,"KIRKLAND Kirkland - 原箱 6盒裝美國Kirkland有機無糖杏仁奶(雲呢拿味) 原箱 6x946ml#3008 Organic UNSWEETENED Almond Drink #EXP: 2,FEB,2027 946mlx6"
Bonaqua - Bonaqua - Mineralized Water - full case Label-less (600ml x 24P),BONAQUA,600,24,ml,mineralized water    labelless p,BONAQUA Bonaqua - Bonaqua - Mineralized Water - full case Label-less (600ml x 24P) 600mlx24
Red Bull - Red Bull Energy Drink Golden Can - Original Case 24x250ml 【Parallel Import - Random Packing】,RED BULL,250,24,ml,energy drink golden can  original,RED BULL Red Bull - Red Bull Energy Drink Golden Can - Original Case 24x250ml 【Parallel Import - Random Packing】 250mlx24
S.Bernardo - San Bernardo Still Natural Mineral Water [Original Case] 12x1L - Parallel Import from Italy,S.BERNARDO,1,12,l,san bernardo still natural mineral water original  xl    from italy,S.BERNARDO S.Bernardo - San Bernardo Still Natural Mineral Water [Original Case] 12x1L - Parallel Import from Italy 1lx12
Pokka  Sapporo - Chelated Lemon Drinks 2700 Citric Acid 155ml x 24 (Full Case),POKKA  SAPPORO,155,24,ml,chelated lemon drinks  citric acid,POKKA  SAPPORO Pokka  Sapporo - Chelated Lemon Drinks 2700 Citric Acid 155ml x 24 (Full Case) 155mlx24
Fever Tree - Fever Tree Light Mediterranean Tonic Water (Blue Bottle) 8 x 150ml - Parallel Import EXP:2026-10-30,FEVER TREE,150,8,ml,light mediterranean tonic water blue   x     exp,FEVER TREE Fever Tree - Fever Tree Light Mediterranean Tonic Water (Blue Bottle) 8 x 150ml - Parallel Import EXP:2026-10-30 150mlx8
Asahi - Dry Zero Beer 350ml x3 (#029991_3) (Parallel Import),ASAHI,350,3,ml,dry zero beer,ASAHI Asahi - Dry Zero Beer 350ml x3 (#029991_3) (Parallel Import) 350mlx3
Heineken - Heineken - Heineken Beer Canned-Full Case (330ml x 6cans) x 4 Random packaging,HEINEKEN,330,6,ml,beer canned   x cans x,HEINEKEN Heineken - Heineken - Heineken Beer Canned-Full Case (330ml x 6cans) x 4 Random packaging 330mlx6
Vittel - Vittel Natural Mineral Water (France) 500ml x 24-Pack | Rich in Calcium & Magnesium-Parallel Import,VITTEL,500,24,ml,natural mineral water france  x pack  rich in calcium  magnesium,VITTEL Vittel - Vittel Natural Mineral Water (France) 500ml x 24-Pack | Rich in Calcium & Magnesium-Parallel Import 500mlx24
San Pellegrino - San Pellegrino Sparkling Mineral Water 6x500ml  (plastic bottle) Random Packing,SAN PELLEGRINO,500,6,ml,sparkling mineral water   plastic,SAN PELLEGRINO San Pellegrino - San Pellegrino Sparkling Mineral Water 6x500ml  (plastic bottle) Random Packing 500mlx6
vida - Vitamin C Blackcurrant Flavor Low Sugar Sparkling Water 325MLX4#Soda #No Sugar #Tonic Water #Fitness,VIDA,325,4,ml,vitamin c blackcurrant flavor low sugar sparkling water   sugar  water,VIDA vida - Vitamin C Blackcurrant Flavor Low Sugar Sparkling Water 325MLX4#Soda #No Sugar #Tonic Water #Fitness 325mlx4
Sant'Anna - 原箱 意大利Sant'Anna天然礦泉水 NATURALE MINERAL WATER 原箱 ( 大支裝 -6x1.5L)#1810001 #Random for old/new packaging,SANT'ANNA,5,6,l,naturale mineral water      for oldnew,SANT'ANNA Sant'Anna - 原箱 意大利Sant'Anna天然礦泉水 NATURALE MINERAL WATER 原箱 ( 大支裝 -6x1.5L)#1810001 #Random for old/new packaging 5lx6
HUNG FOOK TONG - [Full box 24 bottles] Oatmeal SoyMilk (500mlx24)[原箱24樽] 燕麥豆乳(500ml x 24) BBF:8-1-27,HUNG FOOK TONG,500,24,ml,box  s oatmeal soymilk mlx  bbf,HUNG FOOK TONG HUNG FOOK TONG - [Full box 24 bottles] Oatmeal SoyMilk (500mlx24)[原箱24樽] 燕麥豆乳(500ml x 24) BBF:8-1-27 500mlx24
ITO EN - Japan ITO EN Tully's Barista's Sugarless Café Latte Bottled – 6 Bottles x 370ml/ Parallel Import,ITO EN,370,6,ml,japan  tullys baristas sugarless caf latte d   s x,ITO EN ITO EN - Japan ITO EN Tully's Barista's Sugarless Café Latte Bottled – 6 Bottles x 370ml/ Parallel Import 370mlx6
SANGARIA - SANGARIA Top Class Tea-Leaf Ginpo100% ( Jasmine Tea ) Bottled 6x500ml,SANGARIA,500,6,ml,top class tealeaf ginpo  jasmine tea  d,SANGARIA SANGARIA - SANGARIA Top Class Tea-Leaf Ginpo100% ( Jasmine Tea ) Bottled 6x500ml 500mlx6
Vitasoy - Vitasoy - Full Case Low Sugar Soya Bean Milk 250ml (250ml x 6 ) x 4,VITASOY,250,6,ml,low sugar soya bean milk    x,VITASOY Vitasoy - Vitasoy - Full Case Low Sugar Soya Bean Milk 250ml (250ml x 6 ) x 4 250mlx6
Volvic - [Dealer's Goods of HK] [Full Case]  France Natural Mineral Water Sports Cap (750mL X 12),VOLVIC,750,12,ml,dealers goods of hk    france natural mineral water sports cap,VOLVIC Volvic - [Dealer's Goods of HK] [Full Case]  France Natural Mineral Water Sports Cap (750mL X 12) 750mlx12
KIRIN - Afternoon Tea Non sugar Milk Tea x 24,KIRIN,500,24,ml,afternoon tea non sugar milk tea x,KIRIN KIRIN - Afternoon Tea Non sugar Milk Tea x 24 500mlx24
Teisseire - Elderflower Syrup｜No.1 in France｜Made in France,TEISSEIRE,700,1,ml,elderflower syrupno in francemade in france,TEISSEIRE Teisseire - Elderflower Syrup｜No.1 in France｜Made in France 700mlx1
Vita - Vita - Full Case Guava Juice (250ml x 6 ) x 4,VITA,250,6,ml,guava juice   x,VITA Vita - Vita - Full Case Guava Juice (250ml x 6 ) x 4 250mlx6
Wakasho - Gel lemon flavored Chia Seed Konjac juice Jelly healthy snack  (10 packs) parallel import,WAKASHO,175,1,g,gel lemon flavored chia seed konjac juice jelly healthy snack   packs,WAKASHO Wakasho - Gel lemon flavored Chia Seed Konjac juice Jelly healthy snack  (10 packs) parallel import 175gx1
